library,libraryLabel,urls,coords
http://www.wikidata.org/entity/Q55121824,Fleckney Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/fleckney-library,Point(-1.044252 52.53409)
http://www.wikidata.org/entity/Q55121825,Glenfield Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/glenfield-library,Point(-1.202576 52.651437)
http://www.wikidata.org/entity/Q55121826,Glenhills Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/glenhills-library,Point(-1.164833 52.588602)
http://www.wikidata.org/entity/Q55121827,Great Glen Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/great-glen-library,Point(-1.032723 52.574005)
http://www.wikidata.org/entity/Q55121828,Groby Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/groby-library,Point(-1.224452 52.662839)
http://www.wikidata.org/entity/Q55121829,Hathern Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/hathern-library,Point(-1.255866 52.797528)
http://www.wikidata.org/entity/Q55121830,Hinckley Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/hinckley-library,Point(-1.374409 52.539628)
http://www.wikidata.org/entity/Q55121831,Ibstock Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries,Point(-1.398997 52.688828)
http://www.wikidata.org/entity/Q55121832,Kegworth Library,http://www.kclweb.org/,Point(-1.282213 52.835595)
http://www.wikidata.org/entity/Q55121833,Kibworth Library,http://www.kibworthcommunitylibrary.org.uk/,Point(-0.994805 52.537237)
http://www.wikidata.org/entity/Q55121834,Kirby Muxloe Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/kirby-muxloe-library,Point(-1.232422 52.630772)
http://www.wikidata.org/entity/Q55121835,Leicester Forest East Library,http://www.lfelibrary.org/,Point(-1.218732 52.621833)
http://www.wikidata.org/entity/Q55121836,Lutterworth Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/lutterworth-library,Point(-1.199945 52.457238)
http://www.wikidata.org/entity/Q55121837,Market Bosworth Library,http://www.marketbosworthcommunitylibrary.org/index.html,Point(-1.347625 52.527197)
http://www.wikidata.org/entity/Q55121839,Market Harborough Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/market-harborough-library,Point(-0.920756 52.478542)
http://www.wikidata.org/entity/Q55121840,Markfield Library,https://www.markfieldcommunitylibrary.co.uk,Point(-1.277409 52.683871)
http://www.wikidata.org/entity/Q55121841,Measham Library,http://meashamlibrary.org/,Point(-1.510033 52.704415)
http://www.wikidata.org/entity/Q55121842,Melton Mowbray Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/melton-mowbray-library,Point(-0.890062 52.766362)
http://www.wikidata.org/entity/Q55121843,Mountsorrel Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/mountsorrel-library,Point(-1.137516 52.727083)
http://www.wikidata.org/entity/Q55121845,Narborough Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/narborough-library,Point(-1.203927 52.571808)
http://www.wikidata.org/entity/Q55121846,Newbold Verdon Library,http://www.ourlibraryatnewboldverdon.org.uk/,Point(-1.338143 52.629898)
http://www.wikidata.org/entity/Q47488091,Bethesda Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Bethesda-library.aspx,Point(-4.0703381 53.1862406)
http://www.wikidata.org/entity/Q47488093,Blaenau Ffestiniog Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Blaenau-Ffestiniog-library.aspx,Point(-3.9353398 52.9930354)
http://www.wikidata.org/entity/Q47488094,Caernarfon Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Caernarfon-library.aspx,Point(-4.2738061 53.1416883)
http://www.wikidata.org/entity/Q47488098,Porthmadog Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Porthmadog-library.aspx,Point(-4.1375895 52.9307738)
http://www.wikidata.org/entity/Q47488099,Tywyn Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Tywyn-library.aspx,Point(-4.0877166 52.5859353)
http://www.wikidata.org/entity/Q47488100,Menai Bridge Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/menai-bridge-library/,Point(-4.1646134 53.2252964)
http://www.wikidata.org/entity/Q47488101,Glynneath Library,https://www.npt.gov.uk/5735,Point(-3.6260001 51.7459427)
http://www.wikidata.org/entity/Q47488103,Skewen Library,https://www.npt.gov.uk/5748,Point(-3.840732 51.6609546)
http://www.wikidata.org/entity/Q47488104,Malpas Library and Information Centre,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Malpas-Library-and-Information-Centre.aspx,Point(-2.9930235 51.6106287)
http://www.wikidata.org/entity/Q47488105,Narberth Library,https://www.pembrokeshire.gov.uk/pembrokeshire-libraries/narberth-community-library,Point(-4.74061 51.799245)
http://www.wikidata.org/entity/Q47488106,Pembroke Dock Library,http://www.pembrokeshire.gov.uk/content.asp?nav=2%2C107%2C108,Point(-4.9400148 51.6952856)
http://www.wikidata.org/entity/Q47488107,Llanwrtyd Library,http://www.powys.gov.uk/en/libraries/find-nearest-library/llanwrtyd-library/,Point(-3.642182 52.107506)
http://www.wikidata.org/entity/Q47488108,Machynlleth Library,http://www.powys.gov.uk/en/libraries/find-nearest-library/machynlleth-library/,Point(-3.8497181 52.5903443)
http://www.wikidata.org/entity/Q47488109,Welshpool Library,http://www.powys.gov.uk/en/libraries/find-nearest-library/welshpool-library/,Point(-3.145371 52.658436)
http://www.wikidata.org/entity/Q47488110,Aberdare Library,http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/AberdareLibrary.aspx,Point(-3.44775 51.7131072)
http://www.wikidata.org/entity/Q47488112,Llantrisant Library,http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/LlantrisantLibrary.aspx,Point(-3.3744281 51.5391787)
http://www.wikidata.org/entity/Q47488113,Porth Library,http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/PorthLibrary.aspx,Point(-3.404038 51.610323)
http://www.wikidata.org/entity/Q47488114,Tonypandy Library,http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/TonypandyLibrary.aspx,Point(-3.4575013 51.6244427)
http://www.wikidata.org/entity/Q47488115,Penlan Library,https://www.swansea.gov.uk/penlanlibrary?contactid=2158,Point(-3.9604873 51.6473494)
http://www.wikidata.org/entity/Q47488117,Sketty Library,https://www.swansea.gov.uk/skettylibrary?contactid=2158,Point(-3.9848411 51.6201687)
http://www.wikidata.org/entity/Q47488118,Cowbridge Library,http://www.valeofglamorgan.gov.uk/en/enjoying/libraries/libraries.aspx,Point(-3.4505583 51.4623606)
http://www.wikidata.org/entity/Q47493563,Oswestry Library,https://shropshire.gov.uk/libraries/find-a-library/oswestry-library/,Point(-3.055861111 52.860472222)
http://www.wikidata.org/entity/Q47505835,Abertillery Library,http://aneurinleisure.org.uk/libraries/abertillery-library,Point(-3.1363821 51.7299953)
http://www.wikidata.org/entity/Q47505865,Blaina Library,http://aneurinleisure.org.uk/libraries/blaina-library,Point(-3.1602404 51.7638039)
http://www.wikidata.org/entity/Q47505866,Cwm Library,http://aneurinleisure.org.uk/libraries/cwm-library,Point(-3.183149 51.7407264)
http://www.wikidata.org/entity/Q47505868,Ebbw Vale Library,http://aneurinleisure.org.uk/libraries/ebbw-vale-library,Point(-3.2078687 51.7788921)
http://www.wikidata.org/entity/Q47505886,Aberkenfig Library,http://www.awen-libraries.com/aberkenfig-library/,Point(-3.5970808 51.5411638)
http://www.wikidata.org/entity/Q47505888,Betws Library,http://www.awen-libraries.com/betws-library/,Point(-3.5887047 51.5674878)
http://www.wikidata.org/entity/Q47505970,Bridgend Library,http://www.awen-libraries.com/bridgend-library/,Point(-3.581234388 51.5086495)
http://www.wikidata.org/entity/Q47506036,Ogmore Vale Library,http://www.awen-libraries.com/ogmore-vale-library/,Point(-3.542305 51.60547)
http://www.wikidata.org/entity/Q47506039,Pencoed Library,http://www.awen-libraries.com/pencoed-library/,Point(-3.4975223 51.5258539)
http://www.wikidata.org/entity/Q47506041,Pontycymer Library,http://www.awen-libraries.com/pontycymer-library/,Point(-3.5823741 51.6075166)
http://www.wikidata.org/entity/Q47506044,Porthcawl Library,http://www.awen-libraries.com/porthcawl-library/,Point(-3.7055534 51.4790806)
http://www.wikidata.org/entity/Q47506047,Pyle Life Centre,http://www.awen-libraries.com/pyle-library/,Point(-3.6899471 51.5290912)
http://www.wikidata.org/entity/Q47506049,Aberbargoed Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Aberbargoed-library,Point(-3.223541 51.694403)
http://www.wikidata.org/entity/Q47506049,Aberbargoed Library,https://www.caerffili.gov.uk/services/libraries/library-locations-and-opening-times/aberbargoed-library?lang=cy-gb,Point(-3.223541 51.694403)
http://www.wikidata.org/entity/Q47506136,Abercarn Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Abercarn-library.aspx,Point(-3.1347944 51.6468235)
http://www.wikidata.org/entity/Q47506138,Deri Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Deri-library.aspx,Point(-3.2658139 51.7091149)
http://www.wikidata.org/entity/Q47506139,Llanbradach Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Llanbradach-library.aspx,Point(-3.2298003 51.6035059)
http://www.wikidata.org/entity/Q47506140,Pengam Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Pengam-library.aspx,Point(-3.2232715 51.6648891)
http://www.wikidata.org/entity/Q47506141,Rhymney Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Rhymney-library.aspx,Point(-3.2838898 51.7593678)
http://www.wikidata.org/entity/Q47506142,Risca Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Risca-library.aspx,Point(-3.1000525 51.6064824)
http://www.wikidata.org/entity/Q47506143,New Tredegar Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/New-Tedegar-library.aspx,Point(-3.2353005 51.7170494)
http://www.wikidata.org/entity/Q47506144,Ystrad Mynach Library,http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Ystrad-Mynach-library.aspx,Point(-3.2359362 51.6426885)
http://www.wikidata.org/entity/Q47506145,Llanedeyrn Library,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanedeyrn-Hub/Pages/default.aspx,Point(-3.152248 51.5140189)
http://www.wikidata.org/entity/Q47506147,Llanishen Library,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanishen-Hub/Pages/default.aspx,Point(-3.1875857 51.5294324)
http://www.wikidata.org/entity/Q47506148,St Mellons Library,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/st-mellons-hub/Pages/default.aspx,Point(-3.1010235 51.5239078)
http://www.wikidata.org/entity/Q47506149,Tongwynlais Library,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Tongwynlais-Library.aspx,Point(-3.2572007 51.5186487)
http://www.wikidata.org/entity/Q47506150,Ammanford Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/ammanford-library.aspx#.Wku34o_XLIU,Point(-3.9888681 51.7926387)
http://www.wikidata.org/entity/Q47508174,Burry Port Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/burry-port-library.aspx#.Wk5ZYY_XLIU,Point(-4.2540559 51.684722)
http://www.wikidata.org/entity/Q47508175,Cross Hands Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/cross-hands-library.aspx#.Wk5af4_XLIU,Point(-4.0906421 51.7977922)
http://www.wikidata.org/entity/Q47508178,Kidwelly Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/kidwelly-library.aspx#.Wk_xdUx2vIU,Point(-4.3083801 51.7373888)
http://www.wikidata.org/entity/Q47508179,Llandovery Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/llandovery-library/,Point(-3.7961939 51.9942073)
http://www.wikidata.org/entity/Q47508180,Llangennech Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/llangennech-library.aspx#.Wk_3KUx2vIU,Point(-4.1211015 51.68177)
http://www.wikidata.org/entity/Q47508183,Newcastle Emlyn Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/newcastle-emlyn-library.aspx#.Wk_6lEx2vIU,Point(-4.4682032 52.0391226)
http://www.wikidata.org/entity/Q47508184,Pembrey Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/pembrey-library.aspx#.Wk_7BUx2vIU,Point(-4.275237 51.686345)
http://www.wikidata.org/entity/Q47508185,Pontyates Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/pontyates-library.aspx#.Wk_-2Ex2vIU,Point(-4.22458 51.76268)
http://www.wikidata.org/entity/Q47508701,St. Clears Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/st-clears-library.aspx#.Wk_8cUx2vIU,Point(-4.4954187 51.8201967)
http://www.wikidata.org/entity/Q47508702,Whitland Library,http://www.carmarthenshire.gov.wales/home/residents/libraries-archives/find-a-library/whitland-library.aspx,Point(-4.2424995 51.7196836)
http://www.wikidata.org/entity/Q47508744,Aberaeron Library,https://www.ceredigion.gov.uk/resident/tourism-leisure/ceredigion-library/branch-locations/aberaeron/,Point(-4.259902 52.242774)
http://www.wikidata.org/entity/Q47508745,Cardigan Library,http://libraries.ceredigion.gov.uk,Point(-4.6586081 52.0832035)
http://www.wikidata.org/entity/Q47508747,Lampeter Library,http://libraries.ceredigion.gov.uk,Point(-4.0792678 52.1136228)
http://www.wikidata.org/entity/Q47508748,Llandysul Library,http://libraries.ceredigion.gov.uk,Point(-4.3073587 52.041875)
http://www.wikidata.org/entity/Q47508749,New Quay Library,http://libraries.ceredigion.gov.uk,Point(-4.3603819 52.2118352)
http://www.wikidata.org/entity/Q47508751,Cerrigydrudion Library,http://www.conwy.gov.uk/en/Resident/Libraries-Museums-and-Archives/Libraries/Libraries-and-opening-times/Cerrigydrudion-Library.aspx,Point(-3.5614623 53.0254394)
http://www.wikidata.org/entity/Q47508752,Conwy Library,http://www.conwy.gov.uk/en/Resident/Libraries-Museums-and-Archives/Libraries/Libraries-and-opening-times/Conwy-Library.aspx,Point(-3.8282902 53.2817156)
http://www.wikidata.org/entity/Q47508754,Llanrwst Library,http://www.conwy.gov.uk/en/Resident/Libraries-Museums-and-Archives/Libraries/Libraries-and-opening-times/Llanrwst-Library.aspx,Point(-3.8007873 53.139761)
http://www.wikidata.org/entity/Q47508755,Penmaenmawr Library,http://www.conwy.gov.uk/en/Resident/Libraries-Museums-and-Archives/Libraries/Libraries-and-opening-times/Penmaenmawr-Library.aspx,Point(-3.922418 53.268098)
http://www.wikidata.org/entity/Q47508756,Corwen Library,https://www.denbighshire.gov.uk/en/resident/contact-us/visit-us/find-a-council-building-or-office/corwen-one-stop-shop.aspx,Point(-3.3732447 52.9805626)
http://www.wikidata.org/entity/Q47508758,Llangollen Library,https://www.denbighshire.gov.uk/en/resident/contact-us/visit-us/find-a-council-building-or-office/denbigh-one-stop-shop.aspx,Point(-3.170495 52.9699783)
http://www.wikidata.org/entity/Q47509684,Holywell Library,https://aura.wales/libraries/libraries-and-contact-details/,Point(-3.22327 53.272993)
http://www.wikidata.org/entity/Q47509690,Barmouth Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Barmouth-Library.aspx,Point(-4.0558522 52.7224401)
http://www.wikidata.org/entity/Q47509692,Criccieth Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Cricieth-library.aspx,Point(-4.237713 52.918957)
http://www.wikidata.org/entity/Q47509695,Dolgellau Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Dolgellau-library.aspx,Point(-3.8792664 52.7459007)
http://www.wikidata.org/entity/Q47509700,Nefyn Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Nefyn-library.aspx,Point(-4.5235048 52.9364922)
http://www.wikidata.org/entity/Q47509701,Penygroes Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Penygroes-library.aspx,Point(-4.28378 53.05347)
http://www.wikidata.org/entity/Q47509703,Pwllheli Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Pwllheli-library.aspx,Point(-4.4170303 52.8891785)
http://www.wikidata.org/entity/Q47509705,Amlwch Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/amlwch-library/,Point(-4.3458197 53.4107236)
http://www.wikidata.org/entity/Q47509707,Cemaes Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/cemaes-library/,Point(-4.4538295 53.4121507)
http://www.wikidata.org/entity/Q47509708,Holyhead Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/holyhead-library/,Point(-4.633679 53.311924)
http://www.wikidata.org/entity/Q47509709,Llangefni Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/llangefni-library/,Point(-4.3096167 53.2546432)
http://www.wikidata.org/entity/Q47509712,Moelfre Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/moelfre-library/,Point(-4.2409306 53.3536943)
http://www.wikidata.org/entity/Q47509713,Rhosneigr Library,http://www.anglesey.gov.uk/leisure/libraries/libraries-my-local-library/rhosneigr-library/,Point(-4.5203553 53.227505)
http://www.wikidata.org/entity/Q55121847,Oadby Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/oadby-library,Point(-1.083143 52.598335)
http://www.wikidata.org/entity/Q55121848,Quorn Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/quorn-library,Point(-1.173088 52.744031)
http://www.wikidata.org/entity/Q55121850,Ratby Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/ratby-library,Point(-1.24474 52.648805)
http://www.wikidata.org/entity/Q55121851,Rothley Library,http://www.rothleycommunitylibrary.co.uk/,Point(-1.136777 52.711848)
http://www.wikidata.org/entity/Q55121852,Sapcote Library,http://www.sapcotecommunitylibrary.org.uk/,Point(-1.281045 52.534929)
http://www.wikidata.org/entity/Q55121853,Shepshed Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/shepshed-library,Point(-1.291134 52.772165)
http://www.wikidata.org/entity/Q55121854,Sileby Library,http://www.silebylibrary.org/Sileby_Library/Welcome.html,Point(-1.110306 52.729002)
http://www.wikidata.org/entity/Q55121855,South Wigston Library,http://www.communityactionpartnership.org.uk/,Point(-1.133879 52.578778)
http://www.wikidata.org/entity/Q55121857,Stoney Stanton Library,http://www.ss-cl.org.uk/,Point(-1.278463 52.548675)
http://www.wikidata.org/entity/Q55121858,Syston Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/syston-library,Point(-1.07401 52.701318)
http://www.wikidata.org/entity/Q55121859,Thurmaston Library,http://www.thurmastoncomcen.co.uk/,Point(-1.092245 52.676867)
http://www.wikidata.org/entity/Q55121860,Wigston Library,http://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library/wigston-library,Point(-1.103453 52.586462)
http://www.wikidata.org/entity/Q55121861,Addlestone Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/addlestone-library,Point(-0.490779 51.370654)
http://www.wikidata.org/entity/Q55121862,Ash Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/ash-library,Point(-0.725833 51.24578)
http://www.wikidata.org/entity/Q55121863,Ashford Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/ashford-library,Point(-0.464156 51.433757)
http://www.wikidata.org/entity/Q55121864,Ashtead Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/ashtead-library,Point(-0.303495 51.314086)
http://www.wikidata.org/entity/Q55121866,Bagshot Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/bagshot-village-community-library,Point(-0.692336 51.361953)
http://www.wikidata.org/entity/Q55121867,Banstead Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/banstead-library,Point(-0.205748 51.321793)
http://www.wikidata.org/entity/Q55121868,Beare Green Community Link Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/beare-green-community-library,Point(-0.318842 51.180102)
http://www.wikidata.org/entity/Q55121869,Bookham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/bookham-library,Point(-0.375394 51.278329)
http://www.wikidata.org/entity/Q55121871,Byfleet Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/byfleet-library,Point(-0.475233 51.339385)
http://www.wikidata.org/entity/Q55121873,Camberley Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/camberley-library,Point(-0.742396 51.338762)
http://www.wikidata.org/entity/Q55121874,Caterham Hill Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/caterham-hill-library,Point(-0.091744 51.287597)
http://www.wikidata.org/entity/Q55121875,Caterham Valley Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/caterham-valley-library,Point(-0.080171 51.283178)
http://www.wikidata.org/entity/Q55121876,Chertsey Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/chertsey-library,Point(-0.506178 51.388863)
http://www.wikidata.org/entity/Q55121877,Cobham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/cobham-library,Point(-0.409989 51.328837)
http://www.wikidata.org/entity/Q55121879,Cranleigh Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/cranleigh-library,Point(-0.487062 51.140612)
http://www.wikidata.org/entity/Q55121880,Dittons Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/dittons-library,Point(-0.333684 51.387365)
http://www.wikidata.org/entity/Q55121881,Dorking Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/dorking-library,Point(-0.331435 51.233216)
http://www.wikidata.org/entity/Q55121882,Egham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/egham-library,Point(-0.552265 51.432364)
http://www.wikidata.org/entity/Q55121883,Epsom Library,https://www.surreycc.gov.uk/libraries/your-library/find-your-nearest/epsom,Point(-0.266419 51.334289)
http://www.wikidata.org/entity/Q55121884,Esher Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/esher-library,Point(-0.363621 51.369658)
http://www.wikidata.org/entity/Q55121886,Farnham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/farnham-library,Point(-0.803604 51.21352)
http://www.wikidata.org/entity/Q55121888,Frimley Green Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/frimley-green-library,Point(-0.725164 51.302805)
http://www.wikidata.org/entity/Q55121889,Godalming Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/godalming-library,Point(-0.609304 51.187687)
http://www.wikidata.org/entity/Q55121890,Guildford Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/guildford-library,Point(-0.571782 51.236704)
http://www.wikidata.org/entity/Q55121891,Haslemere Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/haslemere-library,Point(-0.728417 51.087857)
http://www.wikidata.org/entity/Q55121892,Hersham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/hersham-library,Point(-0.395496 51.369006)
http://www.wikidata.org/entity/Q55121893,Horley Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/horley-library,Point(-0.165656 51.172622)
http://www.wikidata.org/entity/Q55121894,Horsley Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/horsley-library,Point(-0.435145 51.276644)
http://www.wikidata.org/entity/Q55121895,Knaphill Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/knaphill-library,Point(-0.61568 51.318484)
http://www.wikidata.org/entity/Q55121896,Leatherhead Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/leatherhead-library,Point(-0.328955 51.293555)
http://www.wikidata.org/entity/Q55121897,Lightwater Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/lightwater-library,Point(-0.665589 51.351036)
http://www.wikidata.org/entity/Q55121898,Lingfield Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/lingfield-library,Point(-0.014624 51.176798)
http://www.wikidata.org/entity/Q55121899,Merstham Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/merstham-library,Point(-0.145884 51.259153)
http://www.wikidata.org/entity/Q55121900,Molesey Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/molesey-library,Point(-0.362915 51.402235)
http://www.wikidata.org/entity/Q55121901,New Haw Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/new-haw-community-library,Point(-0.503566 51.349117)
http://www.wikidata.org/entity/Q55121902,Old Woking Community Link Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/old-woking-community-link,Point(-0.55057 51.306295)
http://www.wikidata.org/entity/Q55121903,Oxted Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/oxted-library,Point(2.68E-4 51.257821)
http://www.wikidata.org/entity/Q55121904,Performing Arts Library,http://www.surreycc.gov.uk/people-and-community/libraries/surrey-performing-arts-library,Point(-0.331862 51.248146)
http://www.wikidata.org/entity/Q55121906,Redhill Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/redhill-library,Point(-0.167818 51.240958)
http://www.wikidata.org/entity/Q55121907,Reigate Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/reigate-library,Point(-0.20316 51.236847)
http://www.wikidata.org/entity/Q55121908,Shere Diamond Jubilee Community Link Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/shere-diamond-jubilee-library,Point(-0.463717 51.220487)
http://www.wikidata.org/entity/Q55121909,Shepperton Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/shepperton-library,Point(-0.448274 51.394341)
http://www.wikidata.org/entity/Q55121910,Staines Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/staines-library,Point(-0.51114 51.432353)
http://www.wikidata.org/entity/Q55121911,Stanwell Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/stanwell-community-library-and-information-centre,Point(-0.477033 51.452557)
http://www.wikidata.org/entity/Q55121912,Stoneleigh Library,http://www.surreycc.gov.uk/people-and-community/libraries/your-library/find-your-nearest-library/stoneleigh-community-library,Point(-0.247793 51.36359)
