MSOA11CD,sum,count_sdep,calculation,sdep_sum the dep rate,library_name_sum,filtered_library_name_sum,keyword_frequency_sum
E02006955,2711,21,0.774621911,0.774621911,0,0,0
E02006956,2503,20,0.799041151,0.799041151,0,0,0
E02006968,3560,15,0.421348315,0.421348315,0,0,0
E02006969,2980,11,0.369127517,0.369127517,0,0,0
E02006970,2033,22,1.082144614,1.082144614,0,0,0
E02006971,2222,37,1.665166517,1.665166517,0,0,0
E02006972,2333,37,1.585940849,1.585940849,0,0,0
E02006973,3725,50,1.342281879,1.342281879,0,0,0
E02006987,3877,25,0.644828476,0.644828476,0,0,0
E02006988,3305,28,0.84720121,0.84720121,0,0,0
E02006991,3232,16,0.495049505,0.495049505,0,0,0
E02006992,3767,56,1.486594107,1.486594107,0,0,0
E02006993,3627,44,1.213123794,1.213123794,0,0,0
E02006994,3283,48,1.462077368,1.462077368,0,0,0
E02006995,3242,47,1.449722394,1.449722394,0,0,0
E02006996,3159,31,0.981323204,0.981323204,0,0,0
E02006997,3233,31,0.958861738,0.958861738,0,0,0
E02006998,2667,45,1.687289089,1.687289089,0,0,0
E02006999,5045,42,0.832507433,0.832507433,0,0,0
E02007008,2660,41,1.541353383,1.541353383,0,0,0
E02007009,3988,56,1.404212638,1.404212638,0,0,0
E02007017,2763,26,0.941006153,0.941006153,0,0,0
E02007018,2532,36,1.421800948,1.421800948,0,0,0
E02007019,2403,23,0.957136912,0.957136912,0,0,0
E02007020,2721,26,0.955531055,0.955531055,0,0,0
E02007083,4105,29,0.706455542,0.706455542,0,0,0
E02007084,4137,70,1.692047377,1.692047377,0,0,0
E02007108,2801,15,0.535523027,0.535523027,0,0,0
E02007109,3303,55,1.665152891,1.665152891,0,0,0
E02007110,3359,55,1.637392081,1.637392081,0,0,0
E02007111,2816,17,0.603693182,0.603693182,0,0,0
E02007112,2916,17,0.582990398,0.582990398,0,0,0
E02007113,3271,31,0.947722409,0.947722409,0,0,0
E02007114,3034,43,1.417270929,1.417270929,0,0,0
E02007115,4465,49,1.097424412,1.097424412,0,0,0
